sample.csv,,,,,,,
ÉgÉäÉKéûçè '''18-09-24 09:55:00s,,,,,,,
,,,,,,,
Ch,Mode,Range,Scaling,Ratio,Offset,,
CH1-1-1,îMìdëŒ,500 Åé f.s.,OFF,-,-,,CH1-1-1[Åé]
CH1-1-2,îMìdëŒ,100 Åé f.s.,OFF,-,-,,CH1-1-2[Åé]
CH1-1-3,îMìdëŒ,100 Åé f.s.,OFF,-,-,,CH1-1-3[Åé]
CH1-1-4,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-4[V]
CH1-1-5,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-5[V]
CH1-1-6,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-6[V]
CH1-1-7,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-7[V]
,,,,,,,
Time,CH1-1-1[Åé],CH1-1-2[Åé],CH1-1-3[Åé],CH1-1-4[V],CH1-1-5[V],CH1-1-6[V],CH1-1-7[V]
'18-09-24 12:37:21s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:22s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:23s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:24s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:25s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:26s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:27s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:28s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:29s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:30s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:31s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:32s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:33s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:34s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:35s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:36s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:37s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:38s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:39s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:40s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:41s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:42s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:43s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:44s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:45s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:46s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:47s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:48s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:49s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:50s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:51s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:52s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:53s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:54s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:55s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:56s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:57s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:58s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:37:59s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:00s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:01s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:02s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:03s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:04s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:05s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:06s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:07s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:08s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:09s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:10s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:11s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:12s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:13s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:14s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:15s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:16s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:17s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:18s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:19s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:20s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:21s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:22s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:23s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:24s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:25s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:26s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:27s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:28s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:29s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:30s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:31s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:32s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:33s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:34s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:35s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:36s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:37s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:38s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:39s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:40s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:41s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:42s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:43s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:44s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:45s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:46s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:47s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:48s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:49s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:50s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:51s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:52s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:53s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:54s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:55s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:56s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:57s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:58s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:38:59s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:00s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:01s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:02s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:03s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:04s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:05s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:06s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:07s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:08s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:09s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:10s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:11s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:12s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:13s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:14s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:15s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:16s,2.68E+01,2.48E+01,2.62E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:17s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:18s,2.63E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:19s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:20s,2.63E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:21s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:22s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:23s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:24s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:25s,2.63E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:26s,2.63E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:27s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:28s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:29s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:30s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:31s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:32s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:33s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:34s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:35s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:36s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:37s,2.63E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:38s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:39s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:40s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:41s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:42s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:43s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:44s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:45s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:46s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:47s,2.63E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:48s,2.63E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:49s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:50s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:51s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:52s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:53s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:54s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:55s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:56s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:57s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:58s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:39:59s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:00s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:01s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:02s,2.68E+01,2.47E+01,2.62E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:03s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:04s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:05s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:06s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:07s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:08s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:09s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:10s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:11s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:12s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:13s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:14s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:15s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:16s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:17s,2.63E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:18s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:19s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:20s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:21s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:22s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:23s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:24s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:25s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:26s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:27s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:28s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:29s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:30s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:31s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:32s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:33s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:34s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:35s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:36s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:37s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:38s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:39s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:40s,2.68E+01,2.47E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:41s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:42s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:43s,2.68E+01,2.46E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:44s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:45s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:46s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:47s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:48s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:49s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:50s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:51s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:52s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:53s,2.68E+01,2.48E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 12:40:54s,2.68E+01,2.45E+01,2.61E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
